"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Senegal","SEN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","540","527","519","513","511","509","508","506","501","496","488","481","474","462","445","427","426","414","398","387","375","365","351","335","323","315","","",
"Singapore","SGP","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","10","11","11","12","13","14","15","16","18","18","18","18","17","17","16","16","14","14","12","11","12","12","11","10","10","","",
"Solomon Islands","SLB","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","364","345","325","304","288","273","259","247","237","226","214","203","192","182","172","164","158","152","147","142","136","131","126","122","118","114","","",
"Sierra Leone","SLE","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2630","2700","2780","2850","2900","2900","2890","2870","2820","2750","2650","2530","2390","2270","2110","1990","1880","1800","1730","1680","1630","1580","1510","1460","1410","1360","","",
"El Salvador","SLV","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157","143","140","138","135","118","112","111","100","88","84","86","72","69","69","68","67","62","59","63","59","60","57","55","54","54","","",
"San Marino","SMR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1210","1210","1210","1210","1200","1190","1190","1160","1130","1110","1080","1050","1020","999","971","939","911","885","865","846","820","808","791","775","753","732","","",
"Serbia","SRB","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","15","15","16","16","15","16","16","17","17","17","17","16","16","15","15","15","14","15","15","16","16","16","17","17","17","","",
"Sub-Saharan Africa (excluding high income)","SSA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","987","975","965","956","944","928","916","901","884","867","846","827","801","773","744","717","689","673","646","642","625","601","587","573","560","547","","",
"South Sudan","SSD","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1730","1700","1670","1630","1580","1530","1470","1410","1370","1340","1310","1270","1230","1190","1150","1090","1030","971","928","886","876","869","857","841","823","789","","",
"Sub-Saharan Africa","SSF","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","987","975","965","956","944","928","916","901","884","867","846","827","801","773","744","717","689","673","646","642","625","601","587","573","560","547","","",
"Small states","SST","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","428","418","409","401","396","389","385","383","384","384","384","384","383","378","371","362","349","335","322","310","301","294","288","283","278","272","","",
"Sao Tome and Principe","STP","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","330","317","303","291","271","263","254","244","237","231","222","215","207","199","191","181","176","173","167","166","162","161","162","161","159","156","","",
"Suriname","SUR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","122","137","153","174","177","184","192","213","237","259","267","271","261","241","223","218","217","194","177","169","157","155","162","158","155","","",
"Slovak Republic","SVK","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","10","10","9","9","9","9","9","8","8","8","7","7","7","6","7","6","6","6","6","6","6","6","6","","",
"Slovenia","SVN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","13","12","13","12","12","11","12","12","12","11","12","11","12","11","9","10","9","9","9","9","8","9","9","9","","",
"Sweden","SWE","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","7","7","7","7","6","6","6","6","6","5","5","5","5","6","5","5","5","5","5","4","4","4","4","4","4","","",
"Eswatini","SWZ","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","635","602","570","549","538","537","545","553","567","579","586","597","601","601","601","595","561","517","476","451","436","418","400","413","400","389","","",
"Sint Maarten (Dutch part)","SXM","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123","114","106","99","94","89","85","82","80","77","73","70","67","64","61","58","55","53","51","49","49","52","56","60","64","68","","",
"Turks and Caicos Islands","TCA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1450","1440","1450","1440","1440","1430","1410","1410","1390","1390","1370","1360","1310","1260","1220","1170","1130","1100","1070","1070","1040","984","931","901","881","856","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169","161","155","149","143","138","133","130","127","123","120","117","113","108","104","100","95","90","86","82","79","74","71","68","65","63","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66","64","64","68","69","66","62","58","55","54","53","51","49","47","43","41","37","34","31","29","27","26","25","24","24","23","","",
"Togo","TGO","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","568","573","571","566","566","563","556","541","521","505","491","474","459","446","434","427","427","416","402","395","393","396","391","386","378","368","","",
"Thailand","THA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","36","31","28","25","23","22","22","22","23","25","26","27","28","28","26","24","24","24","23","23","22","22","21","21","20","","",
"Tajikistan","TJK","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107","108","113","151","140","129","116","103","89","74","68","69","58","48","46","46","39","38","37","37","35","35","34","34","33","32","","",
"Turkmenistan","TKM","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","90","89","90","88","74","75","66","61","61","59","57","56","56","55","53","52","51","49","47","46","46","45","44","43","42","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136","133","129","126","122","118","117","115","115","108","100","96","93","91","91","89","88","86","85","85","81","78","76","72","70","68","","",
"Timor-Leste","TLS","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1080","1050","1030","1000","958","897","857","819","769","724","694","646","601","567","539","506","466","425","387","350","317","289","267","248","231","215","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","182","175","169","164","158","153","147","142","136","131","126","122","119","116","114","111","109","107","104","102","99","97","96","94","93","91","","",
"Tonga","TON","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75","79","83","89","93","100","106","106","102","100","97","94","102","106","110","114","118","122","125","127","130","133","135","131","127","124","","",
"South Asia (IDA & IBRD)","TSA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","558","541","525","508","492","476","460","442","424","406","388","369","350","331","314","296","281","265","252","239","228","218","208","198","189","182","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","987","975","965","956","944","928","916","901","884","867","846","827","801","773","744","717","689","673","646","642","625","601","587","573","560","547","","",
"Trinidad and Tobago","TTO","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","89","87","84","80","77","73","68","63","64","62","61","60","62","63","62","62","64","63","64","65","65","63","64","63","63","","",
"Tunisia","TUN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131","125","120","118","114","112","99","101","91","87","84","83","81","78","76","74","72","71","69","68","67","66","64","64","63","62","","",
"Turkey","TUR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97","93","91","89","87","86","84","83","82","81","79","77","74","70","65","57","48","39","32","27","23","21","19","18","17","16","","",
"Tuvalu","TUV","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","997","996","998","995","979","961","944","924","900","870","842","813","777","747","717","687","652","608","566","542","514","483","464","438","418","398","","",
"Uganda","UGA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","687","688","692","693","692","684","678","668","658","639","620","601","576","558","536","504","481","469","451","432","420","408","395","372","356","343","","",
"Ukraine","UKR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46","46","47","47","49","52","48","42","37","36","34","32","30","29","29","30","28","31","32","28","26","25","25","24","24","24","","",
"Upper middle income","UMC","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102","98","94","90","86","83","80","77","76","73","69","67","65","63","61","59","57","55","53","52","50","48","46","44","42","41","","",
"Uruguay","URY","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","41","36","37","36","36","33","33","33","29","31","30","31","28","28","26","25","23","20","20","19","17","16","16","15","15","","",
"United States","USA","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","12","12","12","12","12","11","11","11","12","12","13","13","13","13","13","14","14","14","15","14","14","14","14","14","14","","",
"Uzbekistan","UZB","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","51","45","42","37","32","31","29","30","30","34","39","42","42","40","42","41","41","40","40","39","38","38","37","37","36","","",
"St. Vincent and the Grenadines","VCT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","60","60","67","74","81","88","86","81","76","74","69","68","64","54","50","50","51","52","51","50","48","47","46","45","45","","",
"Venezuela, RB","VEN","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","93","93","91","93","90","92","92","88","91","90","94","103","99","95","93","96","97","97","98","99","99","98","98","97","95","","",
"British Virgin Islands","VGB","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139","132","126","119","113","107","101","95","90","85","81","76","72","68","64","61","59","58","58","57","58","56","56","55","54","54","","",
"Vanuatu","VUT","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","225","217","206","199","192","184","175","167","157","151","144","137","132","127","121","116","110","106","101","98","94","91","87","84","81","78","","",
"World","WLD","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","385","381","378","375","372","369","366","361","356","349","341","332","322","310","299","288","277","268","258","254","246","237","232","226","221","216","","",
"Samoa","WSM","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156","147","139","132","125","119","112","106","101","96","93","88","85","82","79","77","74","71","69","66","64","61","59","56","53","51","","",
"Kosovo","XKX","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","547","535","523","517","507","498","488","476","462","451","440","435","431","429","429","428","428","424","417","417","416","413","410","406","398","385","","",
"South Africa","ZAF","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","98","88","77","69","62","60","61","66","76","85","89","95","102","107","112","119","126","138","148","154","154","152","145","140","138","","",
"Zambia","ZMB","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","577","584","589","592","597","596","598","598","596","569","541","518","493","472","414","372","338","311","289","274","262","251","243","237","231","224","","",
"Zimbabwe","ZWE","Maternal mortality ratio (modeled estimate, per 100,000 live births)","SH.STA.MMRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","440","428","414","405","427","449","479","505","530","563","590","621","642","657","648","629","600","564","533","485","446","409","379","369","401","443","","",
